USER,POST,EXT,NEU,AGR,CON,OPN,cEXT,cNEU,cAGR,cCON,cOPN,DATE,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,TOKENS
c3f4b3e345cb6b032db2e0459d179db3,be tired and irritated almost time for green tea and robot chicken hope I get my stupid bromley i d tomorrow,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/09/09 03:57 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'tired', 'and', 'irritated', 'almost', 'time', 'for', 'green', 'tea', 'and', 'robot', 'chicken', 'hope', 'I', 'get', 'my', 'stupid', 'bromley', 'i', 'd', 'tomorrow']"
c3f4b3e345cb6b032db2e0459d179db3,draw a blank and put it in a frame,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/21/09 04:01 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['draw', 'a', 'blank', 'and', 'put', 'it', 'in', 'a', 'frame']"
c3f4b3e345cb6b032db2e0459d179db3,uh do not ask about your hair propname you ask with your eye propname you ask with your eye,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/20/09 08:57 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['uh', 'do', 'not', 'ask', 'about', 'your', 'hair', 'propname', 'you', 'ask', 'with', 'your', 'eye', 'propname', 'you', 'ask', 'with', 'your', 'eye']"
c3f4b3e345cb6b032db2e0459d179db3,jimmy fallon do one heck of a seinfeld impersonation,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/11/09 12:00 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['jimmy', 'fallon', 'do', 'one', 'heck', 'of', 'a', 'seinfeld', 'impersonation']"
c3f4b3e345cb6b032db2e0459d179db3,I love when people misinterpret brutally depress song like bear in the usa or happy birthday,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/24/09 03:06 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['I', 'love', 'when', 'people', 'misinterpret', 'brutally', 'depress', 'song', 'like', 'bear', 'in', 'the', 'usa', 'or', 'happy', 'birthday']"
c3f4b3e345cb6b032db2e0459d179db3,have play more freecell today than any man should,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,07/07/09 05:43 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['have', 'play', 'more', 'freecell', 'today', 'than', 'any', 'man', 'should']"
c3f4b3e345cb6b032db2e0459d179db3,propname s on leno,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/26/09 02:40 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['propname', 's', 'on', 'leno']"
c3f4b3e345cb6b032db2e0459d179db3,2 more class a quiz to fail a long await nap and maybe dinner if I feel like get up,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/16/09 05:02 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['2', 'more', 'class', 'a', 'quiz', 'to', 'fail', 'a', 'long', 'await', 'nap', 'and', 'maybe', 'dinner', 'if', 'I', 'feel', 'like', 'get', 'up']"
c3f4b3e345cb6b032db2e0459d179db3,feel absolutely great d,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/12/09 07:23 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['feel', 'absolutely', 'great', 'd']"
c3f4b3e345cb6b032db2e0459d179db3,back from the doctor with many many med,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/22/09 08:08 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['back', 'from', 'the', 'doctor', 'with', 'many', 'many', 'med']"
c3f4b3e345cb6b032db2e0459d179db3,be still practically deaf in my right ear after two week get old I say unpleasant,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/29/09 06:09 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'still', 'practically', 'deaf', 'in', 'my', 'right', 'ear', 'after', 'two', 'week', 'get', 'old', 'I', 'say', 'unpleasant']"
c3f4b3e345cb6b032db2e0459d179db3,off off off with your head dance dance dance til you be dead,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/05/09 05:53 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['off', 'off', 'off', 'with', 'your', 'head', 'dance', 'dance', 'dance', 'til', 'you', 'be', 'dead']"
c3f4b3e345cb6b032db2e0459d179db3,still I would not mind punch something,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/02/09 11:42 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['still', 'I', 'would', 'not', 'mind', 'punch', 'something']"
c3f4b3e345cb6b032db2e0459d179db3,you and I we be just too shy,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/23/09 12:08 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['you', 'and', 'I', 'we', 'be', 'just', 'too', 'shy']"
c3f4b3e345cb6b032db2e0459d179db3,get her book today rather excited for intro to poetry read sylvia plath and edwin arlington robinson on the way home also get glass today not too sure how I feel about they do not not wear they on the way home,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/09/09 03:20 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['get', 'her', 'book', 'today', 'rather', 'excited', 'for', 'intro', 'to', 'poetry', 'read', 'sylvia', 'plath', 'and', 'edwin', 'arlington', 'robinson', 'on', 'the', 'way', 'home', 'also', 'get', 'glass', 'today', 'not', 'too', 'sure', 'how', 'I', 'feel', 'about', 'they', 'do', 'not', 'not', 'wear', 'they', 'on', 'the', 'way', 'home']"
c3f4b3e345cb6b032db2e0459d179db3,house house everyone house,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/29/09 12:02 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['house', 'house', 'everyone', 'house']"
c3f4b3e345cb6b032db2e0459d179db3,zooey deschanel and death cab for cutie front man ben gibbard got marry d how cuuute,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/21/09 04:00 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['zooey', 'deschanel', 'and', 'death', 'cab', 'for', 'cutie', 'front', 'man', 'ben', 'gibbard', 'got', 'marry', 'd', 'how', 'cuuute']"
c3f4b3e345cb6b032db2e0459d179db3,paper do with 20 minute to spare poptart time,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/17/09 04:29 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['paper', 'do', 'with', '20', 'minute', 'to', 'spare', 'poptart', 'time']"
c3f4b3e345cb6b032db2e0459d179db3,dakota fanning s getting beat up on robot chicken heh hehh excellent,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/29/09 04:13 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['dakota', 'fanning', 's', 'getting', 'beat', 'up', 'on', 'robot', 'chicken', 'heh', 'hehh', 'excellent']"
c3f4b3e345cb6b032db2e0459d179db3,can not get enough glass passenger,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/28/09 12:55 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['can', 'not', 'get', 'enough', 'glass', 'passenger']"
c3f4b3e345cb6b032db2e0459d179db3,it be fumble it be always be fumble,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/25/09 04:12 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['it', 'be', 'fumble', 'it', 'be', 'always', 'be', 'fumble']"
c3f4b3e345cb6b032db2e0459d179db3,meh forget test in the morning,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/11/09 06:19 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['meh', 'forget', 'test', 'in', 'the', 'morning']"
c3f4b3e345cb6b032db2e0459d179db3,be nancy draw,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/01/09 04:39 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'nancy', 'draw']"
c3f4b3e345cb6b032db2e0459d179db3,get two pair of cartilage piercing today,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/03/09 10:56 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['get', 'two', 'pair', 'of', 'cartilage', 'piercing', 'today']"
c3f4b3e345cb6b032db2e0459d179db3,go to play some piano,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,07/17/09 08:35 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['go', 'to', 'play', 'some', 'piano']"
c3f4b3e345cb6b032db2e0459d179db3,be excellent to each other,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/05/09 01:12 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'excellent', 'to', 'each', 'other']"
c3f4b3e345cb6b032db2e0459d179db3,10 hour workday boo,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/14/09 12:08 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['10', 'hour', 'workday', 'boo']"
c3f4b3e345cb6b032db2e0459d179db3,have consume so many cough drop as of late I be make a wrapper bracelet with those too,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/23/09 01:11 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['have', 'consume', 'so', 'many', 'cough', 'drop', 'as', 'of', 'late', 'I', 'be', 'make', 'a', 'wrapper', 'bracelet', 'with', 'those', 'too']"
c3f4b3e345cb6b032db2e0459d179db3,ah love at first sight when you see someone so beautiful that you forget they be not there just for you,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/02/09 03:33 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['ah', 'love', 'at', 'first', 'sight', 'when', 'you', 'see', 'someone', 'so', 'beautiful', 'that', 'you', 'forget', 'they', 'be', 'not', 'there', 'just', 'for', 'you']"
c3f4b3e345cb6b032db2e0459d179db3,find mad world sheet music,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/05/09 03:04 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['find', 'mad', 'world', 'sheet', 'music']"
c3f4b3e345cb6b032db2e0459d179db3,some man sell his kidney for 20 000 sound like a plan,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/19/09 04:01 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['some', 'man', 'sell', 'his', 'kidney', 'for', '20', '000', 'sound', 'like', 'a', 'plan']"
c3f4b3e345cb6b032db2e0459d179db3,laptop finally come woop its purple its lovely,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/20/09 01:08 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['laptop', 'finally', 'come', 'woop', 'its', 'purple', 'its', 'lovely']"
c3f4b3e345cb6b032db2e0459d179db3,500 day of summer be very very good d,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/15/09 04:36 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['500', 'day', 'of', 'summer', 'be', 'very', 'very', 'good', 'd']"
c3f4b3e345cb6b032db2e0459d179db3,courage the cowardly dog be on,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/06/09 08:18 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['courage', 'the', 'cowardly', 'dog', 'be', 'on']"
c3f4b3e345cb6b032db2e0459d179db3,one more class dr s appointment hearing have improve miss house because of the midterm tonight,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/05/09 06:23 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['one', 'more', 'class', 'dr', 's', 'appointment', 'hearing', 'have', 'improve', 'miss', 'house', 'because', 'of', 'the', 'midterm', 'tonight']"
c3f4b3e345cb6b032db2e0459d179db3,watchin benny and joon,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/30/09 12:32 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['watchin', 'benny', 'and', 'joon']"
c3f4b3e345cb6b032db2e0459d179db3,9 am class for tomorrow be cancel huzzah,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/07/09 03:55 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['9', 'am', 'class', 'for', 'tomorrow', 'be', 'cancel', 'huzzah']"
c3f4b3e345cb6b032db2e0459d179db3,send a postcard to postsecret yesterday,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/16/09 02:54 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['send', 'a', 'postcard', 'to', 'postsecret', 'yesterday']"
c3f4b3e345cb6b032db2e0459d179db3,s ear be sore haha worth it nothing on the tube will continue to study for tmrs psych midterm momentarily meh,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/04/09 09:04 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['s', 'ear', 'be', 'sore', 'haha', 'worth', 'it', 'nothing', 'on', 'the', 'tube', 'will', 'continue', 'to', 'study', 'for', 'tmrs', 'psych', 'midterm', 'momentarily', 'meh']"
c3f4b3e345cb6b032db2e0459d179db3,want to be able to put the wild thing commercial on her ipod to watch allthetime,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/11/09 12:40 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['want', 'to', 'be', 'able', 'to', 'put', 'the', 'wild', 'thing', 'commercial', 'on', 'her', 'ipod', 'to', 'watch', 'allthetime']"
c3f4b3e345cb6b032db2e0459d179db3,be watch robot chicken it be aliive,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/01/09 04:01 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'watch', 'robot', 'chicken', 'it', 'be', 'aliive']"
c3f4b3e345cb6b032db2e0459d179db3,and by that I mean that everyone should listen to viva discordia by that handsome devil now,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,08/23/09 03:43 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['and', 'by', 'that', 'I', 'mean', 'that', 'everyone', 'should', 'listen', 'to', 'viva', 'discordia', 'by', 'that', 'handsome', 'devil', 'now']"
c3f4b3e345cb6b032db2e0459d179db3,criminal mind,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/15/09 01:00 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['criminal', 'mind']"
c3f4b3e345cb6b032db2e0459d179db3,feel she do poorly on her midterm start third psych class tomorrow need to create some ipod playlist be preoccupy,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/06/09 01:42 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['feel', 'she', 'do', 'poorly', 'on', 'her', 'midterm', 'start', 'third', 'psych', 'class', 'tomorrow', 'need', 'to', 'create', 'some', 'ipod', 'playlist', 'be', 'preoccupy']"
c3f4b3e345cb6b032db2e0459d179db3,get to sleep in tomorrow kind of disappointed that all my class be cancel except one would not mind the whole day off,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/03/09 09:48 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['get', 'to', 'sleep', 'in', 'tomorrow', 'kind', 'of', 'disappointed', 'that', 'all', 'my', 'class', 'be', 'cancel', 'except', 'one', 'would', 'not', 'mind', 'the', 'whole', 'day', 'off']"
c3f4b3e345cb6b032db2e0459d179db3,have a paper due tomorrow will start in a bit I think would have help to have read anything before this point ah well,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/17/09 01:28 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['have', 'a', 'paper', 'due', 'tomorrow', 'will', 'start', 'in', 'a', 'bit', 'I', 'think', 'would', 'have', 'help', 'to', 'have', 'read', 'anything', 'before', 'this', 'point', 'ah', 'well']"
c3f4b3e345cb6b032db2e0459d179db3,be download wilco and watch third rock from the sun,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/07/09 12:33 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'download', 'wilco', 'and', 'watch', 'third', 'rock', 'from', 'the', 'sun']"
c3f4b3e345cb6b032db2e0459d179db3,I have always know I would be a bank robber so judge all you want lady and gentleman because you never do become an astronaut,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/15/09 03:52 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['I', 'have', 'always', 'know', 'I', 'would', 'be', 'a', 'bank', 'robber', 'so', 'judge', 'all', 'you', 'want', 'lady', 'and', 'gentleman', 'because', 'you', 'never', 'do', 'become', 'an', 'astronaut']"
c3f4b3e345cb6b032db2e0459d179db3,crowd surf at propname and propname d,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/14/09 02:41 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['crowd', 'surf', 'at', 'propname', 'and', 'propname', 'd']"
c3f4b3e345cb6b032db2e0459d179db3,we bet he five dollar that he would drown a bittersweet victory,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/10/09 05:24 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['we', 'bet', 'he', 'five', 'dollar', 'that', 'he', 'would', 'drown', 'a', 'bittersweet', 'victory']"
c3f4b3e345cb6b032db2e0459d179db3,overpopulation will only accelerate until we need wall city to keep out the hungry swarm insane masse and they will scrape and dig under the wall like bug eye mole man you say catastrophe I say fuck yes,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/27/09 12:15 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['overpopulation', 'will', 'only', 'accelerate', 'until', 'we', 'need', 'wall', 'city', 'to', 'keep', 'out', 'the', 'hungry', 'swarm', 'insane', 'masse', 'and', 'they', 'will', 'scrape', 'and', 'dig', 'under', 'the', 'wall', 'like', 'bug', 'eye', 'mole', 'man', 'you', 'say', 'catastrophe', 'I', 'say', 'fuck', 'yes']"
c3f4b3e345cb6b032db2e0459d179db3,jai guru deva om nothing s go to change my world,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/13/09 05:49 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['jai', 'guru', 'deva', 'om', 'nothing', 's', 'go', 'to', 'change', 'my', 'world']"
c3f4b3e345cb6b032db2e0459d179db3,err 520,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/15/09 12:38 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['err', '520']"
c3f4b3e345cb6b032db2e0459d179db3,be rock the casbah,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/15/09 06:29 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'rock', 'the', 'casbah']"
c3f4b3e345cb6b032db2e0459d179db3,house,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/13/09 12:00 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,['house']
c3f4b3e345cb6b032db2e0459d179db3,be update her facebook status,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/02/09 03:42 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'update', 'her', 'facebook', 'status']"
c3f4b3e345cb6b032db2e0459d179db3,be off to brunch,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/18/09 04:05 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'off', 'to', 'brunch']"
c3f4b3e345cb6b032db2e0459d179db3,need another project need more chain,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/18/09 09:15 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['need', 'another', 'project', 'need', 'more', 'chain']"
c3f4b3e345cb6b032db2e0459d179db3,love you yeah yeah yeah,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/05/09 03:27 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['love', 'you', 'yeah', 'yeah', 'yeah']"
c3f4b3e345cb6b032db2e0459d179db3,curse this internet and or computer whichever one be currently suck and screw up facebook screw up everything,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/18/09 02:57 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['curse', 'this', 'internet', 'and', 'or', 'computer', 'whichever', 'one', 'be', 'currently', 'suck', 'and', 'screw', 'up', 'facebook', 'screw', 'up', 'everything']"
c3f4b3e345cb6b032db2e0459d179db3,be look into her personality type have the same as luke skywalker gandhi and adam sandler among other be pleased,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/03/09 04:09 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['be', 'look', 'into', 'her', 'personality', 'type', 'have', 'the', 'same', 'as', 'luke', 'skywalker', 'gandhi', 'and', 'adam', 'sandler', 'among', 'other', 'be', 'pleased']"
c3f4b3e345cb6b032db2e0459d179db3,sabrina the teenage witch be on I have not see it in year d really take I back,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/17/09 06:39 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['sabrina', 'the', 'teenage', 'witch', 'be', 'on', 'I', 'have', 'not', 'see', 'it', 'in', 'year', 'd', 'really', 'take', 'I', 'back']"
c3f4b3e345cb6b032db2e0459d179db3,you be beautiful sir but I hope you be interesting too do you read do you think about what you read I specifically tell the agency I want someone who think about what he read,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/23/09 08:44 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['you', 'be', 'beautiful', 'sir', 'but', 'I', 'hope', 'you', 'be', 'interesting', 'too', 'do', 'you', 'read', 'do', 'you', 'think', 'about', 'what', 'you', 'read', 'I', 'specifically', 'tell', 'the', 'agency', 'I', 'want', 'someone', 'who', 'think', 'about', 'what', 'he', 'read']"
c3f4b3e345cb6b032db2e0459d179db3,might as well be walkin on the sun,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/09/09 09:39 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['might', 'as', 'well', 'be', 'walkin', 'on', 'the', 'sun']"
c3f4b3e345cb6b032db2e0459d179db3,the verdict fall like bachelor for bad luck girl,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/14/09 09:42 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['the', 'verdict', 'fall', 'like', 'bachelor', 'for', 'bad', 'luck', 'girl']"
c3f4b3e345cb6b032db2e0459d179db3,and if a ten ton truck kill the both of we to die by your side well the pleasure the privilege be mine,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/16/09 01:16 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['and', 'if', 'a', 'ten', 'ton', 'truck', 'kill', 'the', 'both', 'of', 'we', 'to', 'die', 'by', 'your', 'side', 'well', 'the', 'pleasure', 'the', 'privilege', 'be', 'mine']"
c3f4b3e345cb6b032db2e0459d179db3,finish the rough draft of my explication of the mill propname be spectacular,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/09/09 05:55 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['finish', 'the', 'rough', 'draft', 'of', 'my', 'explication', 'of', 'the', 'mill', 'propname', 'be', 'spectacular']"
c3f4b3e345cb6b032db2e0459d179db3,it be not radioactive the doctor say it be a brown recluse spider fuck that I say my spidey sense be tingle that be nerve damage he say,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/20/09 02:31 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['it', 'be', 'not', 'radioactive', 'the', 'doctor', 'say', 'it', 'be', 'a', 'brown', 'recluse', 'spider', 'fuck', 'that', 'I', 'say', 'my', 'spidey', 'sense', 'be', 'tingle', 'that', 'be', 'nerve', 'damage', 'he', 'say']"
c3f4b3e345cb6b032db2e0459d179db3,the most interesting man in the world do not always eat soup but when he do he prefer cream of mushroom,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/25/09 12:33 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['the', 'most', 'interesting', 'man', 'in', 'the', 'world', 'do', 'not', 'always', 'eat', 'soup', 'but', 'when', 'he', 'do', 'he', 'prefer', 'cream', 'of', 'mushroom']"
c3f4b3e345cb6b032db2e0459d179db3,hug a vegetarian day,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/25/09 02:43 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['hug', 'a', 'vegetarian', 'day']"
c3f4b3e345cb6b032db2e0459d179db3,I do not mean to seem disrespectful officer but god damn I want like three of you,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/18/09 11:33 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['I', 'do', 'not', 'mean', 'to', 'seem', 'disrespectful', 'officer', 'but', 'god', 'damn', 'I', 'want', 'like', 'three', 'of', 'you']"
c3f4b3e345cb6b032db2e0459d179db3,new snl,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/27/09 03:37 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['new', 'snl']"
c3f4b3e345cb6b032db2e0459d179db3,I for one am love the wind,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,09/28/09 09:45 PM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['I', 'for', 'one', 'am', 'love', 'the', 'wind']"
c3f4b3e345cb6b032db2e0459d179db3,also just get back from see the chief dance,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/03/09 01:35 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['also', 'just', 'get', 'back', 'from', 'see', 'the', 'chief', 'dance']"
c3f4b3e345cb6b032db2e0459d179db3,need something to do tomorrow wednesday afternoon do not wana be around for fire code inspection,0.36250000000000004,0.75,0.7,0.44999999999999996,0.8125,n,y,y,n,y,10/13/09 04:17 AM,285.0,39451.6,98.17,0.02,39856.0,0.5,0.04,"['need', 'something', 'to', 'do', 'tomorrow', 'wednesday', 'afternoon', 'do', 'not', 'wana', 'be', 'around', 'for', 'fire', 'code', 'inspection']"
